COUNT,House Amount (in thousands),Senate Amount (in thousands),Final Amount (in thousands),Program Increase,Floor Amendment,Sponsor(s),Airdrop,Zero to Hero,Unfunded Priority,Program Element,Service Subsection,Bill Subsection,Bill Section,Proposed Funding Offset
,$0,"$3,000","$3,000",Continuous composite 3D printing for topologically optimized structures,,,No,Yes,No,Materials,,Air Force,RDT&E,
,$0,"$3,000","$3,000",3D interactive instructions,,,No,Yes,No,Rapid Sustainment Modernization [RSM],,Air Force,RDT&E,
,$0,"$3,000","$3,000",Precise navigation,,,No,Yes,No,Small Diameter Bomb [SDB],,Air Force,RDT&E,
,"$3,000",$0,"$3,000",software memory protection methods,,,No,Yes,No,Air and Missile Defense Systems Engineering,,Army,RDT&E,
,$0,"$3,000","$3,000",Automated battle damage assessment and adjust fire,,,No,Yes,No,Artificial Intelligence and Machine Learning Technologies,,Army,RDT&E,
,$0,"$3,000","$3,000",Ferrium steels for improved drive systems / high performance steels for improved drive system,,,No,Yes,No,Future Vertical Lift Advanced Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Adaptive flight control technology,,,No,Yes,No,Future Vertical Lift Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Assessments and monitoring systems for historic structures,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Synthetic fuel research,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,$0,"$3,000",autunomous rough terrain container handler,,,No,Yes,No,Ground Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Ceramic materials for extreme environments,,,No,Yes,No,Ground Technology,,Army,RDT&E,
,"$3,000",$0,"$3,000",cannon life extension program reduction of hexavalent chromium,,,No,Yes,No,Infantry Support Weapons,,Army,RDT&E,
,"$3,000",$0,"$3,000",secure-mode personnel recovery device,,,No,Yes,No,Infantry Support Weapons,,Army,RDT&E,
,$0,"$3,000","$3,000",Biomaterials for combat wound care,,,No,Yes,No,Medical Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Inter-satellite links for space operations,,,No,Yes,No,Network C3I Advanced Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Autonomous ground vehicle research,,,No,No,No,Next Generation Combat Vehicle Advanced Technology,,Army,RDT&E,
,"$3,000",$0,"$3,000",chrome elimination and lethality for medium caliber ground weapons systems barrels,,,No,Yes,No,Next Generation Combat Vehicle Advanced Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",human digital twin and human-machine interaction,,,No,Yes,No,Next Generation Combat Vehicle Advanced Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Medium caliber hybrid composite barrel,,,No,Yes,No,Next Generation Combat Vehicle Advanced Technology,,Army,RDT&E,
,$0,"$3,000","$3,000",Pathfinder adaptive experimentation force,,,No,Yes,No,Soldier Lethality Technology,,Army,RDT&E,
,$0,$0,"$3,000",tactical hearing protection,,,Yes,No,No,Soldier Systems - Advanced Development,,Army,RDT&E,
,$0,"$3,000","$3,000",Wearable fuel cell development,,,No,Yes,No,Soldier Systems--Warrior Dem/Val,,Army,RDT&E,
,"$3,000",$0,"$3,000",cyber autonomy range,,,No,Yes,No,University Research Initiatives,,Army,RDT&E,
,$0,"$3,000","$3,000",OMFV ammunition,,,No,Yes,No,Weapons and Munitions - ENG DEV,,Army,RDT&E,
,$0,"$3,000","$3,000",Broad-spectrum indirect antiviral research,,,No,No,No,Chemical and Biological Defense Program--Advanced Development,,Defense Wide,RDT&E,
,"$3,000","$3,000","$3,000",semiconductor supply chain cyber security research / semiconductor industry cybersecurity,,,No,Yes,No,Cyber Security Research,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Microelectromechanical systems mirror-based LiDAR sensor,,,No,Yes,No,Defense-Wide Manufacturing Science and Technology Program,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Sustainable technology evaluation and demonstration program,,,No,No,No,Environmental Security Technical Certification Program,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Wood to jet fuel,,,No,Yes,No,Generic Logistics R&D Technology Demonstrations,,Defense Wide,RDT&E,
,"$3,000",$0,"$3,000",3D printing technology,,,No,Yes,No,Industrial Base Analysis and Sustainment Support,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Advanced electrification demonstration,,,No,Yes,No,Industrial Base Analysis and Sustainment Support,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Shipyard and ship repair workforce training,,,No,Yes,No,Industrial Base Analysis and Sustainment Support,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Next generation transponder integration,,,No,Yes,No,Logistics Support Activities,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Processing pilot for high-purity nickel,,,No,Yes,No,Manufacturing Technology Program,,Defense Wide,RDT&E,
,"$3,000","$2,000","$3,000",STEM fellowships,,,No,Yes,No,National Defense Education Program,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Platform agnostic data storage infrastructure,,,No,Yes,No,Warrior Systems,,Defense Wide,RDT&E,
,$0,"$3,000","$3,000",Tier 2.5 LO platform inspection system,,,No,Yes,No,Advanced Combat Systems Technology,,Navy,RDT&E,
,$0,"$3,000","$3,000",UUV next generation sensing and maneuverability,,,No,Yes,No,Defense Research Sciences,,Navy,RDT&E,
,$0,"$3,000","$3,000",Maintenance technologies supporting operational readiness,,,No,Yes,No,Ship Concept Advanced Design,,Navy,RDT&E,
,$0,"$3,000","$3,000",Composite shelters,,,No,Yes,No,USMC Advanced Technology Demonstration [ATD],,Navy,RDT&E,
,$0,"$3,000","$3,000",Remote advanced medical care,,,No,Yes,No,Warfighter Protection Advanced Technology,,Navy,RDT&E,
,$0,"$3,000","$3,000",Foreign malign information operations,,,No,Yes,No,Warfighter Sustainment Applied Research,,Navy,RDT&E,
,$0,"$3,000","$3,000",Long-term autonomy for underwater surveillance and manipulation,,,No,Yes,No,Warfighter Sustainment Applied Research,,Navy,RDT&E,
,$0,$0,"$3,000",defense in depth as mission assurance spacecraft multi-level security,,,Yes,Yes,No,Space Science and Technology Research and Development,,Space Force,RDT&E,
,"$3,000",$0,"$3,000",commercial collaborative sensor network,,,No,Yes,No,Space Situation Awareness Operations,,Space Force,RDT&E,
,"$3,000",$0,"$3,000",advanced analog microelectronics,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,"$3,000",$0,"$3,000",isotope power systems,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,"$3,000",$0,"$3,000",L-band active phased array demonstration,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,"$3,000",$0,"$3,000",small satelite chemical propulsion,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,"$3,000",$0,"$3,000",thin film tandem solar cells,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,$0,"$2,734","$2,734",Treatment research for osseointegrated implants,,,No,Yes,No,Medical Technology,,Army,RDT&E,
,$0,$0,"$2,700",concurrent multi-link antenna,,,Yes,Yes,No,Satellite Communications Systems,"Other Procurement, Navy",Navy,Procurement,
,"$2,683",$0,"$2,683",future pilot training center beddown (MUNS equipment),,,No,Yes,No,Aircraft Replacement Support Equipment,"Aircraft Procurement, Air Force",Air Force,Procurement,
,"$2,650",$0,"$2,650",signature management improvements (SUAS),,,No,Yes,No,SOF Technology Development,,Defense Wide,RDT&E,
,"$2,500",$0,"$2,500",powered ascenders for aviation readiness,,,No,Yes,No,Utility Helicopter Mods,"Aircraft Procurement, Army",Army,Procurement,
,$0,"$2,500","$2,500",Precision sniper rifle,,,No,No,No,Precision Sniper Rifle,"Procurement of Weapons and Tracked Combat Vehicles, Army",Army,Procurement,
,$0,$0,"$2,500",SOCOM ISR,,,Yes,No,,Unmanned ISR,"Procurement, Defense Wide",Defense Wide,Procurement,
,"$2,500",$0,"$2,500",Electronic Attack (AEA) readiness -- ALQ-99 Low Band Airborne Electronic Attack,,,No,Yes,No,AEA Systems,"Aircraft Procurement, Navy",Navy,Procurement,
,$0,$0,"$2,500",artificial intelligence for ready relevant learning,,,No,Yes,,DDG Mod,"Other Procurement, Navy",Navy,Procurement,
,$0,"$2,500","$2,500",Programmable computing fabric networks,,,No,Yes,No,Battlespace Knowledge Development and Demonstration,,Air Force,RDT&E,
,$0,$0,"$2,500",internet of things living ecosystem,,,Yes,Yes,No,Dominant Information Sciences and Methods,,Air Force,RDT&E,
,$0,$0,"$2,500",mobile autonomous robotic swarms,,,Yes,No,No,Future AF Integrated Technology Demos,,Air Force,RDT&E,
,$0,"$2,500","$2,500",Infrared meta-material coatings,,,No,Yes,No,Materials,,Air Force,RDT&E,
,$0,"$2,500","$2,500",Partnership intermediary program,,,No,Yes,No,Technology Transfer,,Air Force,RDT&E,
,$0,"$2,500","$2,500",SHORAD integration and evaluation,,,No,Yes,No,Air and Missile Defense Advanced Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Army missile risk-based mission assurance,,,No,Yes,No,Air and Missile Defense Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Future vertical lift technologies,,,No,No,No,Future Vertical Lift Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Entry control points at installations,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Graphene applications for military engineering,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Mass timber applications for military construction projects,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Reusable polymer technology,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Ceramic protection materials,,,No,Yes,No,Lethality Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Musculoskeletal health and performance research,,,No,Yes,No,Medical Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Industrial base resiliency,,,No,Yes,No,"Munitions Standardization, Effectiveness and Safety",,Army,RDT&E,
,$0,"$2,500","$2,500",Blast resistant fuel systems,,,No,Yes,No,Next Generation Combat Vehicle Advanced Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Threat detection for 5G-enabled drones,,,No,Yes,No,Next Generation Combat Vehicle Advanced Technology,,Army,RDT&E,
,$0,$0,"$2,500",personal air mobility capability,,,Yes,Yes,No,Soldier Lethality Advanced Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Perovskite-based energy generation,,,No,Yes,No,Soldier Lethality Technology,,Army,RDT&E,
,$0,"$2,500","$2,500",Sustainability of soldier-borne equipment through synthetic biology,,,No,Yes,No,Soldier Lethality Technology,,Army,RDT&E,
,"$2,500","$8,000","$2,500",advanced carbon materials for hypersonic applications,,,No,Yes,No,Advanced Research,,Defense Wide,RDT&E,
,$0,"$2,500","$2,500",Nuclear advanced propulsion and power,,,No,Yes,No,Defense Innovation Unit (DIU),,Defense Wide,RDT&E,
,$0,$0,"$2,500",3D mapping at the tactical edge,,,No,Yes,,Operational Enhancements Intelligence,,Defense Wide,RDT&E,
,$0,$0,"$2,500",heterogeneously integrated photonics and electronic technologies,,,Yes,Yes,No,Electromagnetic Systems Applied Research,,Navy,RDT&E,
,$0,"$2,500","$2,500",Cavitation erosion,,,No,Yes,No,Force Protection Applied Research,,Navy,RDT&E,
,$0,"$2,500","$2,500",Advanced rocket fuel density,,,No,Yes,No,Precision Strike Weapons Development Program,,Navy,RDT&E,
,$0,"$2,500","$2,500",MCWL partnership intermediary assistance,,,No,Yes,No,USMC Advanced Technology Demonstration [ATD],,Navy,RDT&E,
,$0,"$2,500","$2,500",Engineered systems to restore skin and tactile sensory in Navy burn victims,,,No,Yes,No,Warfighter Sustainment Applied Research,,Navy,RDT&E,
,$0,"$2,500","$2,500",GEO SmallSat communications technology,,,No,Yes,No,Space Systems Prototype Transitions [SSPT],,Space Force,RDT&E,
,$0,"$2,500","$2,500",Sub-zero volt lithium-ion battery,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,"$2,400",$0,"$2,400",platform independent portable self-contained sensor system,,,No,Yes,No,Marine Corps Combat Services Support,,Navy,RDT&E,
,"$2,200",$0,"$2,200",gunner restraint system,,,No,Yes,No,Next Generation Combat Vehicle Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Aviation ground support equipment,,,No,No,No,Common Ground Equipment,"Aircraft Procurement, Army",Army,Procurement,
,$0,"$2,000","$2,000",Protective clothing,,,No,Yes,No,CB Protection & Hazard Mitigation,"Procurement, Defense Wide",Defense Wide,Procurement,
,$0,"$2,000","$2,000",High voltage aircraft power,,,No,Yes,No,Aerospace Propulsion,,Air Force,RDT&E,
,$0,"$2,000","$2,000",Autonomous air to air refueling,,,No,Yes,No,Aerospace Technology Dev/Demo,,Air Force,RDT&E,
,$0,"$2,000","$2,000",Low-profile laser beam director for high speed aircraft,,,No,Yes,No,Aerospace Technology Dev/Demo,,Air Force,RDT&E,
,$0,"$2,000","$2,000",B-52 agile pod capability,,,No,Yes,No,Battlespace Knowledge Development and Demonstration,,Air Force,RDT&E,
,$0,"$2,000","$2,000",C-UAS high speed imaging technology,,,No,Yes,No,Dominant Information Sciences and Methods,,Air Force,RDT&E,
,"$2,000",$0,"$2,000",technology innovation collaborative,,,No,Yes,No,Dominant Information Sciences and Methods,,Air Force,RDT&E,
,$0,"$2,000","$2,000",Glass packaging solutions for miniaturization,,,No,Yes,No,Manufacturing Technology Program,,Air Force,RDT&E,
,$0,"$12,000","$2,000",Hypersonics development to accelerate production readiness,,,No,Yes,No,Manufacturing Technology Program,,Air Force,RDT&E,
,$0,"$2,000","$2,000",Computer vision platform for high-altitude imagery object re-identification,,,No,Yes,No,Support to DCGS Enterprise,,Air Force,RDT&E,
,$0,$0,"$2,000",autonomous reduced-emissions supply delivery UAS,,,Yes,Yes,No,Technology Transfer,,Air Force,RDT&E,
,$0,"$2,000","$2,000",Innovative solutions to enhance warfighter readiness,,,No,Yes,No,Technology Transfer,,Air Force,RDT&E,
,$0,"$2,000","$2,000",Next generation fuel cell truck,,,No,Yes,No,Armored System Modernization--Adv Dev,,Army,RDT&E,
,$0,"$2,000","$2,000",Sensor development for detection of chemical and biological threats,,,No,Yes,No,C3I Applied Research,,Army,RDT&E,
,$0,"$2,000","$2,000",CH-47 qualification,,,No,Yes,No,Chinook Product Improvement Program,,Army,RDT&E,
,"$2,000",$0,"$2,000",autonomous configuration management and aviation records,,,No,Yes,No,Future Vertical Lift Advanced Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Army visual and tactical arctic reconnaissance,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Autonomous combat engineering program,,,No,Yes,No,Ground Advanced Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Convergent manufacturing for microfactories,,,No,Yes,No,Ground Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Forecasting development of arctic maritime and permafrost conditions,,,No,Yes,No,Ground Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Mine and improvised explosive device detection research,,,No,Yes,No,Ground Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Digital technologies for armament systems,,,No,Yes,No,Lethality Technology,,Army,RDT&E,
,$0,"$2,000","$2,000","Suicide prevention with a focus on rural, remote, isolated, and OCONUS installations",,,No,Yes,No,Medical Advanced Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Arctic medical evacuation and treatment system,,,No,Yes,No,Medical Systems--Adv Dev,,Army,RDT&E,
,$0,"$2,000","$2,000",Multiplexed assay for immune responses to infectious disease,,,No,Yes,No,Medical Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Urban subterranean mapping technology,,,No,Yes,No,Network C3I Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Predictive maintenance system,,,No,Yes,No,Next Generation Combat Vehicle Advanced Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Hyperspectral sensors for autonomous operations,,,No,Yes,No,Next Generation Combat Vehicle Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Inspection scanners with computing machine learning,,,No,Yes,No,Soldier Lethality Advanced Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Enhanced soldier ballistic protection,,,No,Yes,No,Soldier Lethality Technology,,Army,RDT&E,
,$0,"$2,000","$2,000",Multi-mode proximity airburst for counter-UAS,,,No,Yes,No,Tank and Medium Caliber Ammunition,,Army,RDT&E,
,$0,"$2,000","$2,000",Cyber operations technology support,,,No,No,No,Cyber Operations Technology Support,,Defense Wide,RDT&E,
,"$2,000",$0,"$2,000",automated cybersecurity testing,,,No,Yes,No,Defense Innovation Unit (DIU) Fielding,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Accelerating predictive supply chain logistics,,,No,Yes,No,Defense-Wide Manufacturing Science and Technology Program,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Anti-corrosion initiatives,,,No,No,No,Department of Defense Corrosion Program,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Materials science in extreme dynamic environments plus,,,No,Yes,No,DTRA Basic Research,,Defense Wide,RDT&E,
,$0,"$3,000","$2,000",Critical minerals from chromatographic separation,,,No,Yes,No,Industrial Base Analysis and Sustainment Support,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Defense supply chain and workforce readiness program,,,No,Yes,No,Industrial Base Analysis and Sustainment Support,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Extreme environmental clothing,,,No,Yes,No,Industrial Base Analysis and Sustainment Support,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",High temperature ceramics lab and prototyping capability,,,No,Yes,No,Industrial Base Analysis and Sustainment Support,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Additive hypersonic components with advanced porous materials,,,No,Yes,No,Joint Hypersonic Technology Development & Transition,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",High purity vanadium for aerospace titanium alloys,,,No,Yes,No,Manufacturing Technology Program,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Rare earth element mining,,,No,Yes,No,Manufacturing Technology Program,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000","Recover, reclaim, recycle materials from defense scrap",,,No,Yes,No,Manufacturing Technology Program,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Global water security center,,,No,Yes,No,Pacific Disaster Centers,,Defense Wide,RDT&E,
,$0,"$2,000","$2,000",Groundwater storage analysis,,,No,Yes,No,Facilities Improvement,,Navy,RDT&E,
,$0,"$2,000","$2,000",Advanced vertical lift rotor technology,,,No,Yes,No,Future Vertical Lift (Maritime Strike),,Navy,RDT&E,
,$0,$0,"$2,000",advanced brake technology,,,Yes,Yes,No,Marine Corps Assault Vehicles System Development and Demonstration,,Navy,RDT&E,
,$0,"$2,000","$2,000",Ocean-ice-atmosphere observation,,,No,Yes,No,Ocean Warfighting Environment Applied Research,,Navy,RDT&E,
,$0,"$2,000","$2,000",Forward-deployed 3D printing materials,,,No,Yes,No,Ship Concept Advanced Design,,Navy,RDT&E,
,$0,"$2,000","$2,000",Naval expeditionary sustainment and repair,,,No,Yes,No,Ship Concept Advanced Design,,Navy,RDT&E,
,$0,"$2,000","$2,000",Mobile testbed for UUVs,,,No,Yes,No,Undersea Warfare Applied Research,,Navy,RDT&E,
,$0,$0,"$2,000",advanced spacecraft non-toxic multi-mode propulsion,,,No,No,No,Space Advanced Technology Development/Demo,,Space Force,RDT&E,
,$0,"$2,000","$2,000",On-orbit bi-propellant propulsion,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,$0,"$2,000","$2,000",Software development for RPO to support space domain awareness,,,No,Yes,No,Space Technology,,Space Force,RDT&E,
,"$1,769",$0,"$1,769",future pilot training center beddown (BOST vehicles),,,No,Yes,No,Special Purpose Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,"$1,683",$0,"$1,683",future pilot training center beddown (F-16 support equipment),,,No,Yes,No,Base Maintenance and Support Equipment,"Other Procurement, Air Force",Air Force,Procurement,
,$0,$0,"$1,600",Program increase,,,Yes,No,No,Marine Corps Air Defense Weapons Systems,,Navy,RDT&E,
,"$1,537",$0,"$1,537",future pilot training center beddown (MUNS equipment),,,No,Yes,No,Minimum Essential Emergency Comm,"Other Procurement, Air Force",Air Force,Procurement,
,$0,"$1,500","$1,500",Airfield deicing equipment,,,No,Yes,No,"NonTactical Vehicles, Other","Other Procurement, Army",Army,Procurement,
,$0,"$1,500","$1,500",Scanning and additive manufacturing,,,No,Yes,No,Materials,,Air Force,RDT&E,
,$0,"$1,500","$1,500",Multispectral sensors for unmanned aerial systems,,,No,Yes,No,Air Platform Applied Research,,Army,RDT&E,
,$0,"$1,500","$1,500",Scaling of lightweight metallurgical development,,,No,Yes,No,Ground Technology,,Army,RDT&E,
,$0,"$1,500","$1,500",Verified inherent control,,,No,Yes,No,Ground Technology,,Army,RDT&E,
,"$1,500",$0,"$1,500",cannon life extension program,,,No,Yes,No,Infantry Support Weapons,,Army,RDT&E,
,$0,"$1,500","$1,500",Advanced dynamic spectrum reconnaissance,,,No,Yes,No,Network C3I Advanced Technology,,Army,RDT&E,
,"$1,500",$0,"$1,500",quantum computing threat modeling,,,No,Yes,No,Advanced Concepts and Performance Assessment,,Defense Wide,RDT&E,
,$0,"$1,500","$1,500",Wearable detection of chemical and biological agents,,,No,Yes,No,Combating Terrorism Technology Support,,Defense Wide,RDT&E,
,$0,"$1,500","$1,500",HEL testing and maturation for production,,,No,Yes,No,Innovative Naval Prototypes [INP] Advanced Technology Development,,Navy,RDT&E,
,$0,"$1,500","$1,500",Composite improvements for MK41 VLS,,,No,Yes,No,Surface Support,,Navy,RDT&E,
,$0,"$1,500","$1,500",Automated resuscitation catheter for hemorrhage control,,,No,Yes,No,Warfighter Protection Advanced Technology,,Navy,RDT&E,
,"$1,478",$0,"$1,478",future pilot training center beddown (MUNS equipment),,,No,Yes,No,Missile Replacement Equipment-Ballistic (M30GLG),"Missile Procurement, Air Force",Air Force,Procurement,
,"$1,415",$0,"$1,415",future pilot training center beddown (F-16 support equipment),,,No,Yes,No,Missile Replacement Equipment-Ballistic (M30GLG),"Missile Procurement, Air Force",Air Force,Procurement,
,"$1,200",$0,"$1,200",future pilot training center beddown (ELMR),,,No,Yes,No,Radio Equipment,"Other Procurement, Air Force",Air Force,Procurement,
,"$1,160",$0,"$1,160",future pilot training center beddown (BOST vehicles),,,No,Yes,No,Fire Fighting/Crash Rescue Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,$0,"$1,000","$1,000",Training and equipment for KC-135 classic association,,,No,Yes,No,Base Procured Equipment,"Other Procurement, Air Force",Air Force,Procurement,
,$0,"$1,000","$1,000",66mm vehicle launched white smoke training grenade,,,No,No,No,"Grenades, All Types","Procurement of Ammunition, Army",Army,Procurement,
,$0,"$1,000","$1,000",Enhanced night vision devices,,,No,No,No,Warrior Systems <$5M,"Procurement, Defense Wide",Defense Wide,Procurement,
,$0,"$1,000","$1,000",Nationwide integration of time resiliency for operations,,,No,Yes,No,Battlespace Knowledge Development and Demonstration,,Air Force,RDT&E,
,$0,"$1,000","$1,000",Infrared suppressor system modification testing,,,No,Yes,No,C-130 Airlift Squadron,,Air Force,RDT&E,
,$0,"$1,000","$1,000",Project refuel,,,No,Yes,No,Human Effectiveness Applied Research,,Air Force,RDT&E,
,$0,"$1,000","$1,000",Multi mission capability for unmanned aircraft,,,No,Yes,No,Future Vertical Lift Advanced Technology,,Army,RDT&E,
,$0,"$1,000","$1,000",Arctic campaigning logistics and engineer equipment,,,No,Yes,No,Logistics and Engineer Equipment--Eng Dev,,Army,RDT&E,
,$0,"$1,000","$1,000",Aluminum lithium alloy solid rocket flight demonstration,,,No,Yes,No,Long Range Precision Fires Advanced Technology,,Army,RDT&E,
,$0,"$1,000","$1,000",Biomedical research for the improvement of cartilage healing,,,No,Yes,No,Medical Technology,,Army,RDT&E,
,$0,"$1,000","$1,000",Enhanced ballistic protective eyewear,,,No,Yes,No,Soldier Lethality Technology,,Army,RDT&E,
,"$1,000",$0,"$1,000",HBTSS,,,No,No,No,Ballistic Missile Defense System Space Programs,,Defense Wide,RDT&E,
,$0,"$1,000","$1,000",Artificial intelligence for explosive ordinance disposal decision support,,,No,Yes,No,Combating Terrorism Technology Support,,Defense Wide,RDT&E,
,$0,"$1,000","$1,000","Augmenting quantum sensing research, education, and training",,,No,Yes,No,Historically Black Colleges and Universities/Minority Institutions,,Defense Wide,RDT&E,
,$0,"$1,000","$1,000",Future workforce innovation,,,No,Yes,No,Test and Evaluation Support,,Navy,RDT&E,
,$973,$973,$973,program increase,,,No,No,No,CAP Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,$0,$750,$750,Flight scheduling software,,,No,Yes,No,Network and Mission Plan,"Aircraft Procurement, Army",Army,Procurement,
,$0,$0,$600,arctic mobility dismounted domestic boot,,,Yes,No,No,Infantry Support Weapons,,Army,RDT&E,
,$0,$500,$500,M18 green smoke hand grenade,,,No,No,No,"Grenades, All Types","Procurement of Ammunition, Army",Army,Procurement,
,$0,$500,$500,M18 violet smoke hand grenade,,,No,No,No,"Grenades, All Types","Procurement of Ammunition, Army",Army,Procurement,
,$0,$500,$500,M18 yellow smoke hand grenade,,,No,No,No,"Grenades, All Types","Procurement of Ammunition, Army",Army,Procurement,
,$395,$0,$395,future pilot training center beddown (F-16 support),,,No,Yes,No,Special Purpose Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,$345,$0,$345,future pilot training center beddown (BOST vehicles),,,No,Yes,No,Runway Snow Remov and Cleaning Equ,"Other Procurement, Air Force",Air Force,Procurement,
,$269,$0,$269,future pilot training center beddown (BOST vehicles),,,No,Yes,No,Cargo and Utility Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,$221,$0,$221,future pilot training center beddown (F-35 support),,,No,Yes,No,Special Purpose Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,$184,$0,$184,future pilot training center beddown (F-35 support),,,No,Yes,No,Cargo and Utility Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,$119,$0,$119,future pilot training center beddown (F-16 support),,,No,Yes,No,Cargo and Utility Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,$105,$0,$105,future pilot training center beddown (BOST vehicles),,,No,Yes,No,Materials Handling Vehicles,"Other Procurement, Air Force",Air Force,Procurement,
,"$200,000",$0,$0,Air Force unfunded priority for E-7 delivery acceleration,,,No,Yes,Air Force,E-7,"Aircraft Procurement, Air Force",Air Force,Procurement,
,$0,"$100,000",$0,Spares and repair parts,,,No,No,No,Initial Spares/Repair Parts,"Aircraft Procurement, Air Force",Air Force,Procurement,
,$0,"$100,000",$0,GBSD industrial base expansion,,,No,Yes,No,Ground Based Strategic Deterrent,"Missile Procurement, Air Force",Air Force,Procurement,
,$0,"$100,000",$0,GBSD long lead time materials,,,No,No,No,Ground Based Strategic Deterrent,"Missile Procurement, Air Force",Air Force,Procurement,
,$0,"$100,000",$0,Spares and repair parts,,,No,No,No,Spares and Repair Parts,"Missile Procurement, Air Force",Air Force,Procurement,
,$0,"$48,405",$0,European Communications Infrastructure (ECI),,,No,Yes,EUCOM,Base Comm Infrastructure,"Other Procurement, Air Force",Air Force,Procurement,
,$0,"$1,000",$0,In-flight pilot physiological monitoring,,,No,Yes,No,Personal Safety and Rescue Equipment,"Other Procurement, Air Force",Air Force,Procurement,
,$0,"$100,000",$0,Spares and repair parts,,,No,No,No,Spares and Repair Parts,"Other Procurement, Air Force",Air Force,Procurement,
,"$114,000",$0,$0,one additional aircraft,,,No,No,No,CH-53K (Heavy Lift),"Aircraft Procurement, Navy",Navy,Procurement,
,$0,"$9,000",$0,Structural improvements and electrical power upgrade,,,No,Yes,No,H-1 Upgrades (UH-1Y/AH-1Z),"Aircraft Procurement, Navy",Navy,Procurement,
,$0,"$120,000",$0,Program increase,,,No,No,No,Spares and Repair Parts,"Aircraft Procurement, Navy",Navy,Procurement,
